"Department","Department_Name","Division","Gender","Base_Salary","Overtime_Pay","Longevity_Pay","Grade"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$80,017","$5,077.77","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$8,276.21","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$11,838.92","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$78,017","$22,348.68","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$59,511.42","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$78,017","$5,053.34","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$84,517","$0","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$32,483.01","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$32,441.72","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$17,086.07","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$59,343.62","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$18,190.04","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$117,424","$0","$0","N25"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$51,700.54","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$7,222.19","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$75,017","$1,338.68","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$0","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$29,119.26","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$75,017","$19,327.21","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$84,517","$7,427.96","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$78,017","$6,231.74","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$14,691.61","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$11,881.04","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$15,986.32","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$13,015.55","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$10,846.36","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$27,902.26","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$19,051.16","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$67,684","$291.43","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$42,667.84","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$17,260.48","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$75,017","$18,081.98","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$2,995.87","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$16,120.97","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$7,384.54","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$5,625.03","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$11,687.65","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$69,893.78","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$465.87","$0","9"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$10,273.8","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$4,000.27","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,948","$3,166.18","$0","19"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$14,143.51","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$12,580.97","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$21,500.53","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$20,641.78","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$8,099.42","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$42,784.83","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$49,106.13","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$75,017","$4,521.58","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$4,855.02","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$12,722.96","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$18,988.73","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$16,711.14","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$23,469.67","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$54,956.42","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$11,572.09","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$5,474.33","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$24,126.71","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$15,075.71","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$22,459.47","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$20,017.77","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$16,544.51","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$31,070.43","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$30,056.23","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$53,563.98","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$33,777.9","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$101,209.75","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$8,351.69","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$49,492.74","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$28,516.53","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$52,730.42","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$75,017","$11,837.92","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$63,868.23","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$13,293.92","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$24,488.45","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$75,017","$8,082.44","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$17,435.98","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$75,017","$18,940.59","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$9,236.5","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$9,846.56","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$62,700.75","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$19,017.08","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$22,566.22","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$18,874.05","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$24,659.67","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$78,017","$5,817.05","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$42,300.98","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$82,017","$8,631.41","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$6,504.47","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$75,017","$6,918.33","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$75,017","$10,784.92","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$16,975.54","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$17,373.58","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$15,084.47","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$63,684","$1,774.82","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$7,573.03","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$48,420.03","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$4,921.59","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$4,736.69","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$12,883.77","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$13,230.31","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$3,777.71","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$68,017","$6,317.8","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$4,284.41","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$68,017","$41,828.64","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$4.93","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$2,750.65","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$68,017","$15,878.5","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$34,349.3","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$63,517","$0","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$6,018.7","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$10,143.34","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$72,017","$7,752.3","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$33,791.92","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$72,017","$7,662.39","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$68,017","$7,592.62","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$49,832.97","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$5,991.59","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$6,337.87","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$12,380.13","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$14,224.73","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$8,794.21","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$9,834.14","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$68,017","$7,375.17","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$48,979.32","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$14,137.98","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$68,017","$13,426.59","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$15,610.75","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$19,088.01","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$27,293.01","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$30,238.61","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$33,121.34","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$63,517","$12,532.86","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$68,017","$3,395.61","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$63,517","$5,195.57","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$15,747.22","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$57,017","$6,184.94","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$20,914.88","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$23,165.79","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$68,017","$17,805.06","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$63,517","$7,360.16","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$59,517","$6,236.45","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$34,573.77","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$59,517","$16,753.11","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$18,203.86","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$14,113.85","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$59,517","$28,134.13","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$4,435.89","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$59,517","$13,543.66","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$81,017","$44,834.15","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$59,517","$9,058.68","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$59,517","$11,972.12","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$13,108.15","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$59,517","$6,382.78","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$29,198.59","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$52,684","$0","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$63,517","$1,679.47","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$59,517","$11,322.74","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$59,517","$11,230.77","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$30,765.88","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$63,517","$20,024.33","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$59,517","$19,444.21","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$57,017","$7,882.48","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$57,017","$1,627.82","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$57,017","$1,025.94","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$57,017","$1,394.65","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$57,017","$869.73","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$54,517","$1,360.87","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$57,017","$4,020.82","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$57,017","$3,032.08","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$57,017","$688","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Management Services","M","$117,424","$0","$0","N25"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$117,424","$0","$5,013.3","N25"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$175,873","$0","$0","M2"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$105,447.25","$0","$8,399.06","18"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$107,367","$0","$0","23"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$90,000","$0","$0","N23"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$93,595.7988","$0","$0","N23"
"DOT","Department of Transportation","DOT 50 Transit Management Services","M","$78,947","$341.62","$0","16"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$93,253.2655","$0","$0","N23"
"DOT","Department of Transportation","DOT 50 Transit Management Services","M","$87,287","$0","$0","N23"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$89,333","$0","$0","25"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$115,188.23","$3,684.02","$4,402.34","N25"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$94,017","$8,636.21","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$82,017","$6,602.03","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$3,776.11","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$0","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$2,564.75","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$98,228","$1,220.05","$0","N21"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$985.82","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$55,601.44","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$7,286.53","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$85,017","$12,084.35","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$82,017","$6,388.57","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$4,516.02","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$58,751","$313.96","$660.96","9"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$3,489.68","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$16,263.71","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$83,017","$9,867.21","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$31,009.45","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$126,342.08","$0","$0","M3"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$58,751","$3,139.57","$954.72","9"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$21,423.54","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$20,377.97","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$3,723.66","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$83,017","$1,767.82","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$91,517","$26,566.2","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$14,499.85","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$3,534.77","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$11,471.13","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$24,030.03","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$15,589.45","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$12,808.43","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$48,672.76","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$7,870.5","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$83,017","$8,864.2","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$22,596.28","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$80,017","$4,265.7","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$84,017","$15,068.51","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$98,228","$2,465.65","$1,596.27","N21"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$27,511.32","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$80,017","$3,171.98","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$83,017","$10,175.3","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$90,517","$24,358.69","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$91,517","$1,684.73","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$4,332.87","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$6,153.66","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$82,017","$12,109.06","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$10,403.46","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$82,017","$9,157.56","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$83,017","$7,709.19","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$3,131.67","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$0","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$83,017","$23,482.58","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$83,017","$40,879.33","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$6,989.38","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$9,545.83","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$90,517","$22,782.98","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$94,017","$6,757.19","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$5,252.46","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$82,017","$6,392.23","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$83,017","$17,010.14","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$82,017","$1,426.91","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$82,017","$15,186.03","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$84,017","$31,291.19","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$15,282.08","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$98,228","$8,242.72","$0","N21"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$10,146.82","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$3,477.6","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$0","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$98,228","$14,083.29","$0","N21"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$82,017","$9,083.38","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$80,017","$10,292.87","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$81,017","$10,079.84","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$81,017","$4,949.34","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$89,948","$5,090.78","$0","19"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$80,017","$17,310.33","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$81,017","$5,405.17","$0","T1"
