Report_Year,Year,Item,Vehicle_Type,Data
2020,2019,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Short Wheelbase,24
2020,2019,Avg._Miles_Traveled_per_Gallon,Motorcycles,44
2020,2019,Avg._Miles_Traveled_per_Gallon,Buses,7
2020,2019,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Long Wheelbase,18
2020,2019,Avg._Miles_Traveled_per_Gallon,Single Unit Trucks,7
2020,2019,Avg._Miles_Traveled_per_Gallon,Combination Trucks,6
2020,2019,Avg._Miles_Traveled_per_Gallon,All Light Duty Vehicles,22
2020,2019,Avg._Miles_Traveled_per_Gallon,Single Unit and Combination Trucks,7
2019,2019,Interstate_Rural_VMT,Light Duty Vehicles Short Wheelbase,148256617512
2019,2019,Interstate_Rural_VMT,Motorcycles,1175324674
2019,2019,Interstate_Rural_VMT,Buses,1716947987
2019,2019,Interstate_Rural_VMT,Light Duty Vehicles Long Wheelbase,48498605965
2019,2019,Interstate_Rural_VMT,Single Unit Trucks,10886727901
2019,2019,Interstate_Rural_VMT,Combination Trucks,51109824986
2019,2019,Interstate_Rural_VMT,All Light Duty Vehicles,196755223477
2019,2019,Interstate_Rural_VMT,Single Unit and Combination Trucks,61996552887
2019,2018,Interstate_Rural_VMT,Light Duty Vehicles Short Wheelbase,147065064055
2019,2018,Interstate_Rural_VMT,Motorcycles,1311874265
2019,2018,Interstate_Rural_VMT,Buses,1664445373
2019,2018,Interstate_Rural_VMT,Light Duty Vehicles Long Wheelbase,46092441379
2019,2018,Interstate_Rural_VMT,Single Unit Trucks,10418442725
2019,2018,Interstate_Rural_VMT,Combination Trucks,50687735008
2019,2018,Interstate_Rural_VMT,All Light Duty Vehicles,193157505434
2019,2018,Interstate_Rural_VMT,Single Unit and Combination Trucks,61106177733
2019,2019,Other_Arterial_Rural_VMT,Light Duty Vehicles Short Wheelbase,234141804883
2019,2019,Other_Arterial_Rural_VMT,Motorcycles,2607152466
2019,2019,Other_Arterial_Rural_VMT,Buses,2338981607
2019,2019,Other_Arterial_Rural_VMT,Light Duty Vehicles Long Wheelbase,96414058643
2019,2019,Other_Arterial_Rural_VMT,Single Unit Trucks,18238274613
2019,2019,Other_Arterial_Rural_VMT,Combination Trucks,30067674201
2019,2019,Other_Arterial_Rural_VMT,All Light Duty Vehicles,330555863525
2019,2019,Other_Arterial_Rural_VMT,Single Unit and Combination Trucks,48305948813
2019,2018,Other_Arterial_Rural_VMT,Light Duty Vehicles Short Wheelbase,233940822364
2019,2018,Other_Arterial_Rural_VMT,Motorcycles,2666861179
2019,2018,Other_Arterial_Rural_VMT,Buses,2271305802
2019,2018,Other_Arterial_Rural_VMT,Light Duty Vehicles Long Wheelbase,92830486756
2019,2018,Other_Arterial_Rural_VMT,Single Unit Trucks,17655974538
2019,2018,Other_Arterial_Rural_VMT,Combination Trucks,30165666685
2019,2018,Other_Arterial_Rural_VMT,All Light Duty Vehicles,326771309120
2019,2018,Other_Arterial_Rural_VMT,Single Unit and Combination Trucks,47821641223
2019,2019,Other_Rural_VMT,Light Duty Vehicles Short Wheelbase,210062304998
2019,2019,Other_Rural_VMT,Motorcycles,2835364688
2019,2019,Other_Rural_VMT,Buses,1979712591
2019,2019,Other_Rural_VMT,Light Duty Vehicles Long Wheelbase,93946003914
2019,2019,Other_Rural_VMT,Single Unit Trucks,17042897035
2019,2019,Other_Rural_VMT,Combination Trucks,12534307457
2019,2019,Other_Rural_VMT,All Light Duty Vehicles,304008308912
2019,2019,Other_Rural_VMT,Single Unit and Combination Trucks,29577204493
2019,2018,Other_Rural_VMT,Light Duty Vehicles Short Wheelbase,212918643852
2019,2018,Other_Rural_VMT,Motorcycles,2786114442
2019,2018,Other_Rural_VMT,Buses,2080540417
2019,2018,Other_Rural_VMT,Light Duty Vehicles Long Wheelbase,92630080839
2019,2018,Other_Rural_VMT,Single Unit Trucks,17338559217
2019,2018,Other_Rural_VMT,Combination Trucks,14276787622
2019,2018,Other_Rural_VMT,All Light Duty Vehicles,305548724691
2019,2018,Other_Rural_VMT,Single Unit and Combination Trucks,31615346839
2019,2019,All_Rural_VMT,Light Duty Vehicles Short Wheelbase,592460727393
2019,2019,All_Rural_VMT,Motorcycles,6617841828
2019,2019,All_Rural_VMT,Buses,6035642185
2019,2019,All_Rural_VMT,Light Duty Vehicles Long Wheelbase,238858668521
2019,2019,All_Rural_VMT,Single Unit Trucks,46167899549
2019,2019,All_Rural_VMT,Combination Trucks,93711806644
2019,2019,All_Rural_VMT,All Light Duty Vehicles,831319395914
2019,2019,All_Rural_VMT,Single Unit and Combination Trucks,139879706193
2019,2018,All_Rural_VMT,Light Duty Vehicles Short Wheelbase,593924530271
2019,2018,All_Rural_VMT,Motorcycles,6764849887
2019,2018,All_Rural_VMT,Buses,6016291593
2019,2018,All_Rural_VMT,Light Duty Vehicles Long Wheelbase,231553008974
2019,2018,All_Rural_VMT,Single Unit Trucks,45412976480
2019,2018,All_Rural_VMT,Combination Trucks,95130189314
2019,2018,All_Rural_VMT,All Light Duty Vehicles,825477539245
2019,2018,All_Rural_VMT,Single Unit and Combination Trucks,140543165795
2019,2019,Interstate_Urban_VMT,Light Duty Vehicles Short Wheelbase,404357213427
2019,2019,Interstate_Urban_VMT,Motorcycles,2557753060
2019,2019,Interstate_Urban_VMT,Buses,2682987988
2019,2019,Interstate_Urban_VMT,Light Duty Vehicles Long Wheelbase,100784754929
2019,2019,Interstate_Urban_VMT,Single Unit Trucks,19926247940
2019,2019,Interstate_Urban_VMT,Combination Trucks,45444366454
2019,2019,Interstate_Urban_VMT,All Light Duty Vehicles,505141968357
2019,2019,Interstate_Urban_VMT,Single Unit and Combination Trucks,65370614394
2019,2018,Interstate_Urban_VMT,Light Duty Vehicles Short Wheelbase,398747942169
2019,2018,Interstate_Urban_VMT,Motorcycles,2606204043
2019,2018,Interstate_Urban_VMT,Buses,2792726203
2019,2018,Interstate_Urban_VMT,Light Duty Vehicles Long Wheelbase,100541003213
2019,2018,Interstate_Urban_VMT,Single Unit Trucks,19426835204
2019,2018,Interstate_Urban_VMT,Combination Trucks,47300085542
2019,2018,Interstate_Urban_VMT,All Light Duty Vehicles,499288945382
2019,2018,Interstate_Urban_VMT,Single Unit and Combination Trucks,66726920747
2019,2019,Other_Urban_VMT,Light Duty Vehicles Short Wheelbase,1257490964342
2019,2019,Other_Urban_VMT,Motorcycles,10512450146
2019,2019,Other_Urban_VMT,Buses,9261358734
2019,2019,Other_Urban_VMT,Light Duty Vehicles Long Wheelbase,330100891754
2019,2019,Other_Urban_VMT,Single Unit Trucks,58651559692
2019,2019,Other_Urban_VMT,Combination Trucks,36148528255
2019,2019,Other_Urban_VMT,All Light Duty Vehicles,1587591856096
2019,2019,Other_Urban_VMT,Single Unit and Combination Trucks,94800087947
2019,2018,Other_Urban_VMT,Light Duty Vehicles Short Wheelbase,1239915346481
2019,2018,Other_Urban_VMT,Motorcycles,10705122677
2019,2018,Other_Urban_VMT,Buses,9494382691
2019,2018,Other_Urban_VMT,Light Duty Vehicles Long Wheelbase,332401019068
2019,2018,Other_Urban_VMT,Single Unit Trucks,55859182530
2019,2018,Other_Urban_VMT,Combination Trucks,41734846294
2019,2018,Other_Urban_VMT,All Light Duty Vehicles,1572316365549
2019,2018,Other_Urban_VMT,Single Unit and Combination Trucks,97594028824
2019,2019,All_Urban_VMT,Light Duty Vehicles Short Wheelbase,1661848177769
2019,2019,All_Urban_VMT,Motorcycles,13070203206
2019,2019,All_Urban_VMT,Buses,11944346722
2019,2019,All_Urban_VMT,Light Duty Vehicles Long Wheelbase,430885646683
2019,2019,All_Urban_VMT,Single Unit Trucks,78577807632
2019,2019,All_Urban_VMT,Combination Trucks,81592894709
2019,2019,All_Urban_VMT,All Light Duty Vehicles,2092733824452
2019,2019,All_Urban_VMT,Single Unit and Combination Trucks,160170702341
2019,2018,All_Urban_VMT,Light Duty Vehicles Short Wheelbase,1638663288649
2019,2018,All_Urban_VMT,Motorcycles,13311326720
2019,2018,All_Urban_VMT,Buses,12287108895
2019,2018,All_Urban_VMT,Light Duty Vehicles Long Wheelbase,432942022281
2019,2018,All_Urban_VMT,Single Unit Trucks,75286017734
2019,2018,All_Urban_VMT,Combination Trucks,89034931837
2019,2018,All_Urban_VMT,All Light Duty Vehicles,2071605310930
2019,2018,All_Urban_VMT,Single Unit and Combination Trucks,164320949571
2019,2019,Total_VMT,Light Duty Vehicles Short Wheelbase,2254308905162
2019,2019,Total_VMT,Motorcycles,19688045034
2019,2019,Total_VMT,Buses,17979988907
2019,2019,Total_VMT,Light Duty Vehicles Long Wheelbase,669744315204
2019,2019,Total_VMT,Single Unit Trucks,124745707181
2019,2019,Total_VMT,Combination Trucks,175304701353
2019,2019,Total_VMT,All Light Duty Vehicles,2924053220366
2019,2019,Total_VMT,Single Unit and Combination Trucks,300050408534
2019,2018,Total_VMT,Light Duty Vehicles Short Wheelbase,2232587818920
2019,2018,Total_VMT,Motorcycles,20076176607
2019,2018,Total_VMT,Buses,18303400488
2019,2018,Total_VMT,Light Duty Vehicles Long Wheelbase,664495031255
2019,2018,Total_VMT,Single Unit Trucks,120698994215
2019,2018,Total_VMT,Combination Trucks,184165121151
2019,2018,Total_VMT,All Light Duty Vehicles,2897082850175
2019,2018,Total_VMT,Single Unit and Combination Trucks,304864115366
2019,2019,No._Vehicles_Registered,Light Duty Vehicles Short Wheelbase,194348815
2019,2019,No._Vehicles_Registered,Motorcycles,8596314
2019,2019,No._Vehicles_Registered,Buses,995033
2019,2019,No._Vehicles_Registered,Light Duty Vehicles Long Wheelbase,59465369
2019,2019,No._Vehicles_Registered,Single Unit Trucks,10160433
2019,2019,No._Vehicles_Registered,Combination Trucks,2925210
2019,2019,No._Vehicles_Registered,All Light Duty Vehicles,253814184
2019,2019,No._Vehicles_Registered,Single Unit and Combination Trucks,13085643
2019,2018,No._Vehicles_Registered,Light Duty Vehicles Short Wheelbase,192856211
2019,2018,No._Vehicles_Registered,Motorcycles,8666185
2019,2018,No._Vehicles_Registered,Buses,992152
2019,2018,No._Vehicles_Registered,Light Duty Vehicles Long Wheelbase,57853642
2019,2018,No._Vehicles_Registered,Single Unit Trucks,10327899
2019,2018,No._Vehicles_Registered,Combination Trucks,2906011
2019,2018,No._Vehicles_Registered,All Light Duty Vehicles,250709853
2019,2018,No._Vehicles_Registered,Single Unit and Combination Trucks,13233910
2019,2019,Avg._Miles_per_Vehicle,Light Duty Vehicles Short Wheelbase,11599
2019,2019,Avg._Miles_per_Vehicle,Motorcycles,2290
2019,2019,Avg._Miles_per_Vehicle,Buses,18070
2019,2019,Avg._Miles_per_Vehicle,Light Duty Vehicles Long Wheelbase,11263
2019,2019,Avg._Miles_per_Vehicle,Single Unit Trucks,12278
2019,2019,Avg._Miles_per_Vehicle,Combination Trucks,59929
2019,2019,Avg._Miles_per_Vehicle,All Light Duty Vehicles,11520
2019,2019,Avg._Miles_per_Vehicle,Single Unit and Combination Trucks,22930
2019,2018,Avg._Miles_per_Vehicle,Light Duty Vehicles Short Wheelbase,11576
2019,2018,Avg._Miles_per_Vehicle,Motorcycles,2317
2019,2018,Avg._Miles_per_Vehicle,Buses,18448
2019,2018,Avg._Miles_per_Vehicle,Light Duty Vehicles Long Wheelbase,11486
2019,2018,Avg._Miles_per_Vehicle,Single Unit Trucks,11687
2019,2018,Avg._Miles_per_Vehicle,Combination Trucks,63374
2019,2018,Avg._Miles_per_Vehicle,All Light Duty Vehicles,11556
2019,2018,Avg._Miles_per_Vehicle,Single Unit and Combination Trucks,23037
2019,2019,Person-Miles,Light Duty Vehicles Short Wheelbase,3765896012144
2019,2019,Person-Miles,Motorcycles,22846373475
2019,2019,Person-Miles,Buses,381175764825
2019,2019,Person-Miles,Light Duty Vehicles Long Wheelbase,1128488888704
2019,2019,Person-Miles,Single Unit Trucks,124745707181
2019,2019,Person-Miles,Combination Trucks,175304701353
2019,2019,Person-Miles,All Light Duty Vehicles,4894384900848
2019,2019,Person-Miles,Single Unit and Combination Trucks,300050408534
2019,2018,Person-Miles,Light Duty Vehicles Short Wheelbase,3729610234329
2019,2018,Person-Miles,Motorcycles,23296768568
2019,2018,Person-Miles,Buses,388032090337
2019,2018,Person-Miles,Light Duty Vehicles Long Wheelbase,1119644082595
2019,2018,Person-Miles,Single Unit Trucks,120698994215
2019,2018,Person-Miles,Combination Trucks,184165121151
2019,2018,Person-Miles,All Light Duty Vehicles,4849254316925
2019,2018,Person-Miles,Single Unit and Combination Trucks,304864115366
2019,2019,Fuel_Consumed,Light Duty Vehicles Short Wheelbase,93425984418
2019,2019,Fuel_Consumed,Motorcycles,447861807
2019,2019,Fuel_Consumed,Buses,2450614879
2019,2019,Fuel_Consumed,Light Duty Vehicles Long Wheelbase,38029746518
2019,2019,Fuel_Consumed,Single Unit Trucks,16656910752
2019,2019,Fuel_Consumed,Combination Trucks,28987013626
2019,2019,Fuel_Consumed,All Light Duty Vehicles,131455730937
2019,2019,Fuel_Consumed,Single Unit and Combination Trucks,45643924378
2019,2018,Fuel_Consumed,Light Duty Vehicles Short Wheelbase,91585334427
2019,2018,Fuel_Consumed,Motorcycles,456657380
2019,2018,Fuel_Consumed,Buses,2493815377
2019,2018,Fuel_Consumed,Light Duty Vehicles Long Wheelbase,37189349730
2019,2018,Fuel_Consumed,Single Unit Trucks,16080121829
2019,2018,Fuel_Consumed,Combination Trucks,30325060257
2019,2018,Fuel_Consumed,All Light Duty Vehicles,128774684157
2019,2018,Fuel_Consumed,Single Unit and Combination Trucks,46405182086
2019,2019,Avg._Fuel_per_Vehicle,Light Duty Vehicles Short Wheelbase,481
2019,2019,Avg._Fuel_per_Vehicle,Motorcycles,52
2019,2019,Avg._Fuel_per_Vehicle,Buses,2463
2019,2019,Avg._Fuel_per_Vehicle,Light Duty Vehicles Long Wheelbase,640
2019,2019,Avg._Fuel_per_Vehicle,Single Unit Trucks,1639
2019,2019,Avg._Fuel_per_Vehicle,Combination Trucks,9909
2019,2019,Avg._Fuel_per_Vehicle,All Light Duty Vehicles,518
2019,2019,Avg._Fuel_per_Vehicle,Single Unit and Combination Trucks,3488
2019,2018,Avg._Fuel_per_Vehicle,Light Duty Vehicles Short Wheelbase,475
2019,2018,Avg._Fuel_per_Vehicle,Motorcycles,53
2019,2018,Avg._Fuel_per_Vehicle,Buses,2514
2019,2018,Avg._Fuel_per_Vehicle,Light Duty Vehicles Long Wheelbase,643
2019,2018,Avg._Fuel_per_Vehicle,Single Unit Trucks,1557
2019,2018,Avg._Fuel_per_Vehicle,Combination Trucks,10435
2019,2018,Avg._Fuel_per_Vehicle,All Light Duty Vehicles,514
2019,2018,Avg._Fuel_per_Vehicle,Single Unit and Combination Trucks,3507
2019,2019,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Short Wheelbase,24
2019,2019,Avg._Miles_Traveled_per_Gallon,Motorcycles,44
2019,2019,Avg._Miles_Traveled_per_Gallon,Buses,7
2019,2019,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Long Wheelbase,18
2019,2019,Avg._Miles_Traveled_per_Gallon,Single Unit Trucks,7
2019,2019,Avg._Miles_Traveled_per_Gallon,Combination Trucks,6
2019,2019,Avg._Miles_Traveled_per_Gallon,All Light Duty Vehicles,22
2019,2019,Avg._Miles_Traveled_per_Gallon,Single Unit and Combination Trucks,7
2019,2018,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Short Wheelbase,24
2019,2018,Avg._Miles_Traveled_per_Gallon,Motorcycles,44
2019,2018,Avg._Miles_Traveled_per_Gallon,Buses,7
2019,2018,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Long Wheelbase,18
2019,2018,Avg._Miles_Traveled_per_Gallon,Single Unit Trucks,8
2019,2018,Avg._Miles_Traveled_per_Gallon,Combination Trucks,6
2019,2018,Avg._Miles_Traveled_per_Gallon,All Light Duty Vehicles,22
2019,2018,Avg._Miles_Traveled_per_Gallon,Single Unit and Combination Trucks,7
2018,2018,Interstate_Rural_VMT,Light Duty Vehicles Short Wheelbase,147065064055
2018,2018,Interstate_Rural_VMT,Motorcycles,1311874265
2018,2018,Interstate_Rural_VMT,Buses,1664445373
2018,2018,Interstate_Rural_VMT,Light Duty Vehicles Long Wheelbase,46092441379
2018,2018,Interstate_Rural_VMT,Single Unit Trucks,10418442725
2018,2018,Interstate_Rural_VMT,Combination Trucks,50687735008
2018,2018,Interstate_Rural_VMT,All Light Duty Vehicles,193157505434
2018,2018,Interstate_Rural_VMT,Single Unit and Combination Trucks,61106177733
2018,2017,Interstate_Rural_VMT,Light Duty Vehicles Short Wheelbase,142444782566
2018,2017,Interstate_Rural_VMT,Motorcycles,1127827749
2018,2017,Interstate_Rural_VMT,Buses,1775473054
2018,2017,Interstate_Rural_VMT,Light Duty Vehicles Long Wheelbase,44928072557
2018,2017,Interstate_Rural_VMT,Single Unit Trucks,10103107174
2018,2017,Interstate_Rural_VMT,Combination Trucks,52170587712
2018,2017,Interstate_Rural_VMT,All Light Duty Vehicles,187372855123
2018,2017,Interstate_Rural_VMT,Single Unit and Combination Trucks,62273694886
2018,2018,Other_Arterial_Rural_VMT,Light Duty Vehicles Short Wheelbase,233940822364
2018,2018,Other_Arterial_Rural_VMT,Motorcycles,2666861179
2018,2018,Other_Arterial_Rural_VMT,Buses,2271305802
2018,2018,Other_Arterial_Rural_VMT,Light Duty Vehicles Long Wheelbase,92830486756
2018,2018,Other_Arterial_Rural_VMT,Single Unit Trucks,17655974538
2018,2018,Other_Arterial_Rural_VMT,Combination Trucks,30165666685
2018,2018,Other_Arterial_Rural_VMT,All Light Duty Vehicles,326771309120
2018,2018,Other_Arterial_Rural_VMT,Single Unit and Combination Trucks,47821641223
2018,2017,Other_Arterial_Rural_VMT,Light Duty Vehicles Short Wheelbase,228663883618
2018,2017,Other_Arterial_Rural_VMT,Motorcycles,2661430187
2018,2017,Other_Arterial_Rural_VMT,Buses,2108600290
2018,2017,Other_Arterial_Rural_VMT,Light Duty Vehicles Long Wheelbase,92175144935
2018,2017,Other_Arterial_Rural_VMT,Single Unit Trucks,16814129950
2018,2017,Other_Arterial_Rural_VMT,Combination Trucks,29970298295
2018,2017,Other_Arterial_Rural_VMT,All Light Duty Vehicles,320839028553
2018,2017,Other_Arterial_Rural_VMT,Single Unit and Combination Trucks,46784428244
2018,2018,Other_Rural_VMT,Light Duty Vehicles Short Wheelbase,212918643852
2018,2018,Other_Rural_VMT,Motorcycles,2786114442
2018,2018,Other_Rural_VMT,Buses,2080540417
2018,2018,Other_Rural_VMT,Light Duty Vehicles Long Wheelbase,92630080839
2018,2018,Other_Rural_VMT,Single Unit Trucks,17338559217
2018,2018,Other_Rural_VMT,Combination Trucks,14276787622
2018,2018,Other_Rural_VMT,All Light Duty Vehicles,305548724691
2018,2018,Other_Rural_VMT,Single Unit and Combination Trucks,31615346839
2018,2017,Other_Rural_VMT,Light Duty Vehicles Short Wheelbase,213923273044
2018,2017,Other_Rural_VMT,Motorcycles,2728011451
2018,2017,Other_Rural_VMT,Buses,1985514019
2018,2017,Other_Rural_VMT,Light Duty Vehicles Long Wheelbase,88418576188
2018,2017,Other_Rural_VMT,Single Unit Trucks,16562850173
2018,2017,Other_Rural_VMT,Combination Trucks,14644024917
2018,2017,Other_Rural_VMT,All Light Duty Vehicles,302341849231
2018,2017,Other_Rural_VMT,Single Unit and Combination Trucks,31206875090
2018,2018,All_Rural_VMT,Light Duty Vehicles Short Wheelbase,593924530271
2018,2018,All_Rural_VMT,Motorcycles,6764849887
2018,2018,All_Rural_VMT,Buses,6016291593
2018,2018,All_Rural_VMT,Light Duty Vehicles Long Wheelbase,231553008974
2018,2018,All_Rural_VMT,Single Unit Trucks,45412976480
2018,2018,All_Rural_VMT,Combination Trucks,95130189314
2018,2018,All_Rural_VMT,All Light Duty Vehicles,825477539245
2018,2018,All_Rural_VMT,Single Unit and Combination Trucks,140543165795
2018,2017,All_Rural_VMT,Light Duty Vehicles Short Wheelbase,585031939228
2018,2017,All_Rural_VMT,Motorcycles,6517269387
2018,2017,All_Rural_VMT,Buses,5869587363
2018,2017,All_Rural_VMT,Light Duty Vehicles Long Wheelbase,225521793679
2018,2017,All_Rural_VMT,Single Unit Trucks,43480087297
2018,2017,All_Rural_VMT,Combination Trucks,96784910923
2018,2017,All_Rural_VMT,All Light Duty Vehicles,810553732907
2018,2017,All_Rural_VMT,Single Unit and Combination Trucks,140264998220
2018,2018,Interstate_Urban_VMT,Light Duty Vehicles Short Wheelbase,398747942169
2018,2018,Interstate_Urban_VMT,Motorcycles,2606204043
2018,2018,Interstate_Urban_VMT,Buses,2792726203
2018,2018,Interstate_Urban_VMT,Light Duty Vehicles Long Wheelbase,100541003213
2018,2018,Interstate_Urban_VMT,Single Unit Trucks,19426835204
2018,2018,Interstate_Urban_VMT,Combination Trucks,47300085542
2018,2018,Interstate_Urban_VMT,All Light Duty Vehicles,499288945382
2018,2018,Interstate_Urban_VMT,Single Unit and Combination Trucks,66726920747
2018,2017,Interstate_Urban_VMT,Light Duty Vehicles Short Wheelbase,400338811781
2018,2017,Interstate_Urban_VMT,Motorcycles,2596212379
2018,2017,Interstate_Urban_VMT,Buses,2627688760
2018,2017,Interstate_Urban_VMT,Light Duty Vehicles Long Wheelbase,99803217215
2018,2017,Interstate_Urban_VMT,Single Unit Trucks,18616585527
2018,2017,Interstate_Urban_VMT,Combination Trucks,43227601536
2018,2017,Interstate_Urban_VMT,All Light Duty Vehicles,500142028996
2018,2017,Interstate_Urban_VMT,Single Unit and Combination Trucks,61844187063
2018,2018,Other_Urban_VMT,Light Duty Vehicles Short Wheelbase,1239915346481
2018,2018,Other_Urban_VMT,Motorcycles,10705122677
2018,2018,Other_Urban_VMT,Buses,9494382691
2018,2018,Other_Urban_VMT,Light Duty Vehicles Long Wheelbase,332401019068
2018,2018,Other_Urban_VMT,Single Unit Trucks,55859182530
2018,2018,Other_Urban_VMT,Combination Trucks,41734846294
2018,2018,Other_Urban_VMT,All Light Duty Vehicles,1572316365549
2018,2018,Other_Urban_VMT,Single Unit and Combination Trucks,97594028824
2018,2017,Other_Urban_VMT,Light Duty Vehicles Short Wheelbase,1235429784720
2018,2017,Other_Urban_VMT,Motorcycles,11035817968
2018,2017,Other_Urban_VMT,Buses,8730092240
2018,2017,Other_Urban_VMT,Light Duty Vehicles Long Wheelbase,331252515813
2018,2017,Other_Urban_VMT,Single Unit Trucks,54005726285
2018,2017,Other_Urban_VMT,Combination Trucks,41477669238
2018,2017,Other_Urban_VMT,All Light Duty Vehicles,1566682300533
2018,2017,Other_Urban_VMT,Single Unit and Combination Trucks,95483395523
2018,2018,All_Urban_VMT,Light Duty Vehicles Short Wheelbase,1638663288649
2018,2018,All_Urban_VMT,Motorcycles,13311326720
2018,2018,All_Urban_VMT,Buses,12287108895
2018,2018,All_Urban_VMT,Light Duty Vehicles Long Wheelbase,432942022281
2018,2018,All_Urban_VMT,Single Unit Trucks,75286017734
2018,2018,All_Urban_VMT,Combination Trucks,89034931837
2018,2018,All_Urban_VMT,All Light Duty Vehicles,2071605310930
2018,2018,All_Urban_VMT,Single Unit and Combination Trucks,164320949571
2018,2017,All_Urban_VMT,Light Duty Vehicles Short Wheelbase,1635768596501
2018,2017,All_Urban_VMT,Motorcycles,13632030347
2018,2017,All_Urban_VMT,Buses,11357781000
2018,2017,All_Urban_VMT,Light Duty Vehicles Long Wheelbase,431055733028
2018,2017,All_Urban_VMT,Single Unit Trucks,72622311812
2018,2017,All_Urban_VMT,Combination Trucks,84705270775
2018,2017,All_Urban_VMT,All Light Duty Vehicles,2066824329529
2018,2017,All_Urban_VMT,Single Unit and Combination Trucks,157327582587
2018,2018,Total_VMT,Light Duty Vehicles Short Wheelbase,2232587818920
2018,2018,Total_VMT,Motorcycles,20076176607
2018,2018,Total_VMT,Buses,18303400488
2018,2018,Total_VMT,Light Duty Vehicles Long Wheelbase,664495031255
2018,2018,Total_VMT,Single Unit Trucks,120698994215
2018,2018,Total_VMT,Combination Trucks,184165121151
2018,2018,Total_VMT,All Light Duty Vehicles,2897082850175
2018,2018,Total_VMT,Single Unit and Combination Trucks,304864115366
2018,2017,Total_VMT,Light Duty Vehicles Short Wheelbase,2220800535729
2018,2017,Total_VMT,Motorcycles,20149299734
2018,2017,Total_VMT,Buses,17227368362
2018,2017,Total_VMT,Light Duty Vehicles Long Wheelbase,656577526707
2018,2017,Total_VMT,Single Unit Trucks,116102399109
2018,2017,Total_VMT,Combination Trucks,181490181698
2018,2017,Total_VMT,All Light Duty Vehicles,2877378062436
2018,2017,Total_VMT,Single Unit and Combination Trucks,297592580807
2018,2018,No._Vehicles_Registered,Light Duty Vehicles Short Wheelbase,192856211
2018,2018,No._Vehicles_Registered,Motorcycles,8666185
2018,2018,No._Vehicles_Registered,Buses,992152
2018,2018,No._Vehicles_Registered,Light Duty Vehicles Long Wheelbase,57853642
2018,2018,No._Vehicles_Registered,Single Unit Trucks,10327899
2018,2018,No._Vehicles_Registered,Combination Trucks,2906011
2018,2018,No._Vehicles_Registered,All Light Duty Vehicles,250709853
2018,2018,No._Vehicles_Registered,Single Unit and Combination Trucks,13233910
2018,2017,No._Vehicles_Registered,Light Duty Vehicles Short Wheelbase,193672370
2018,2017,No._Vehicles_Registered,Motorcycles,8715204
2018,2017,No._Vehicles_Registered,Buses,983231
2018,2017,No._Vehicles_Registered,Light Duty Vehicles Long Wheelbase,56880878
2018,2017,No._Vehicles_Registered,Single Unit Trucks,9336998
2018,2017,No._Vehicles_Registered,Combination Trucks,2892218
2018,2017,No._Vehicles_Registered,All Light Duty Vehicles,250553248
2018,2017,No._Vehicles_Registered,Single Unit and Combination Trucks,12229216
2018,2018,Avg._Miles_per_Vehicle,Light Duty Vehicles Short Wheelbase,11576
2018,2018,Avg._Miles_per_Vehicle,Motorcycles,2317
2018,2018,Avg._Miles_per_Vehicle,Buses,18448
2018,2018,Avg._Miles_per_Vehicle,Light Duty Vehicles Long Wheelbase,11486
2018,2018,Avg._Miles_per_Vehicle,Single Unit Trucks,11687
2018,2018,Avg._Miles_per_Vehicle,Combination Trucks,63374
2018,2018,Avg._Miles_per_Vehicle,All Light Duty Vehicles,11556
2018,2018,Avg._Miles_per_Vehicle,Single Unit and Combination Trucks,23037
2018,2017,Avg._Miles_per_Vehicle,Light Duty Vehicles Short Wheelbase,11467
2018,2017,Avg._Miles_per_Vehicle,Motorcycles,2312
2018,2017,Avg._Miles_per_Vehicle,Buses,17521
2018,2017,Avg._Miles_per_Vehicle,Light Duty Vehicles Long Wheelbase,11543
2018,2017,Avg._Miles_per_Vehicle,Single Unit Trucks,12435
2018,2017,Avg._Miles_per_Vehicle,Combination Trucks,62751
2018,2017,Avg._Miles_per_Vehicle,All Light Duty Vehicles,11484
2018,2017,Avg._Miles_per_Vehicle,Single Unit and Combination Trucks,24335
2018,2018,Person-Miles,Light Duty Vehicles Short Wheelbase,3729610234329
2018,2018,Person-Miles,Motorcycles,23296768568
2018,2018,Person-Miles,Buses,388032090337
2018,2018,Person-Miles,Light Duty Vehicles Long Wheelbase,1119644082595
2018,2018,Person-Miles,Single Unit Trucks,120698994215
2018,2018,Person-Miles,Combination Trucks,184165121151
2018,2018,Person-Miles,All Light Duty Vehicles,4849254316925
2018,2018,Person-Miles,Single Unit and Combination Trucks,143995762782
2018,2017,Person-Miles,Light Duty Vehicles Short Wheelbase,3709919196131
2018,2017,Person-Miles,Motorcycles,23381622003
2018,2017,Person-Miles,Buses,365220209279
2018,2017,Person-Miles,Light Duty Vehicles Long Wheelbase,1106303445420
2018,2017,Person-Miles,Single Unit Trucks,116102399109
2018,2017,Person-Miles,Combination Trucks,181490181698
2018,2017,Person-Miles,All Light Duty Vehicles,4816222641552
